fuel_type,Tier,IMOSpeedCode,Load1,NO2_EF_ME,NO2_EF_AE,NO2_EF_AB
MDO,T3,S,0.85,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.86,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.87,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.88,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.89,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.9,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.91,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.92,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.93,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.94,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.95,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.96,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.97,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.98,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,0.99,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,S,1.0,3.1959999999999997,3.1959999999999997,3.1959999999999997
MDO,T3,M,0.0,10.434316335526809,2.256,2.256
MDO,T3,M,0.01,10.434316335526809,2.256,2.256
MDO,T3,M,0.02,10.434316335526809,2.256,2.256
MDO,T3,M,0.03,6.58601766119368,2.256,2.256
MDO,T3,M,0.04,4.974827266583327,2.256,2.256
MDO,T3,M,0.05,4.125465172715261,2.256,2.256
MDO,T3,M,0.06,3.6142482222572485,2.256,2.256
MDO,T3,M,0.07,3.2787183996423783,2.256,2.256
MDO,T3,M,0.08,3.0446063953514435,2.256,2.256
MDO,T3,M,0.09,2.873642797074478,2.256,2.256
MDO,T3,M,0.1,2.744311547222986,2.256,2.256
MDO,T3,M,0.11,2.6436832414689633,2.256,2.256
MDO,T3,M,0.12,2.563569061059802,2.256,2.256
MDO,T3,M,0.13,2.4985568797692617,2.256,2.256
MDO,T3,M,0.14,2.444941354629155,2.256,2.256
MDO,T3,M,0.15,2.4001092498817385,2.256,2.256
MDO,T3,M,0.16,2.362170261733508,2.256,2.256
MDO,T3,M,0.17,2.3297267701105553,2.256,2.256
MDO,T3,M,0.18,2.3017255018946607,2.256,2.256
MDO,T3,M,0.19,2.2773592305418786,2.256,2.256
MDO,T3,M,0.2,2.2560000000000002,2.256,2.256
MDO,T3,M,0.21,2.256,2.256,2.256
MDO,T3,M,0.22,2.256,2.256,2.256
MDO,T3,M,0.23,2.256,2.256,2.256
MDO,T3,M,0.24,2.256,2.256,2.256
MDO,T3,M,0.25,2.256,2.256,2.256
MDO,T3,M,0.26,2.256,2.256,2.256
MDO,T3,M,0.27,2.256,2.256,2.256
MDO,T3,M,0.28,2.256,2.256,2.256
MDO,T3,M,0.29,2.256,2.256,2.256
MDO,T3,M,0.3,2.256,2.256,2.256
MDO,T3,M,0.31,2.256,2.256,2.256
MDO,T3,M,0.32,2.256,2.256,2.256
MDO,T3,M,0.33,2.256,2.256,2.256
MDO,T3,M,0.34,2.256,2.256,2.256
MDO,T3,M,0.35,2.256,2.256,2.256
MDO,T3,M,0.36,2.256,2.256,2.256
MDO,T3,M,0.37,2.256,2.256,2.256
MDO,T3,M,0.38,2.256,2.256,2.256
MDO,T3,M,0.39,2.256,2.256,2.256
MDO,T3,M,0.4,2.256,2.256,2.256
MDO,T3,M,0.41,2.256,2.256,2.256
MDO,T3,M,0.42,2.256,2.256,2.256
MDO,T3,M,0.43,2.256,2.256,2.256
MDO,T3,M,0.44,2.256,2.256,2.256
MDO,T3,M,0.45,2.256,2.256,2.256
MDO,T3,M,0.46,2.256,2.256,2.256
MDO,T3,M,0.47,2.256,2.256,2.256
MDO,T3,M,0.48,2.256,2.256,2.256
MDO,T3,M,0.49,2.256,2.256,2.256
MDO,T3,M,0.5,2.256,2.256,2.256
MDO,T3,M,0.51,2.256,2.256,2.256
MDO,T3,M,0.52,2.256,2.256,2.256
MDO,T3,M,0.53,2.256,2.256,2.256
MDO,T3,M,0.54,2.256,2.256,2.256
MDO,T3,M,0.55,2.256,2.256,2.256
MDO,T3,M,0.56,2.256,2.256,2.256
MDO,T3,M,0.57,2.256,2.256,2.256
MDO,T3,M,0.58,2.256,2.256,2.256
MDO,T3,M,0.59,2.256,2.256,2.256
MDO,T3,M,0.6,2.256,2.256,2.256
MDO,T3,M,0.61,2.256,2.256,2.256
MDO,T3,M,0.62,2.256,2.256,2.256
MDO,T3,M,0.63,2.256,2.256,2.256
MDO,T3,M,0.64,2.256,2.256,2.256
MDO,T3,M,0.65,2.256,2.256,2.256
MDO,T3,M,0.66,2.256,2.256,2.256
MDO,T3,M,0.67,2.256,2.256,2.256
MDO,T3,M,0.68,2.256,2.256,2.256
MDO,T3,M,0.69,2.256,2.256,2.256
MDO,T3,M,0.7,2.256,2.256,2.256
MDO,T3,M,0.71,2.256,2.256,2.256
MDO,T3,M,0.72,2.256,2.256,2.256
MDO,T3,M,0.73,2.256,2.256,2.256
MDO,T3,M,0.74,2.256,2.256,2.256
MDO,T3,M,0.75,2.256,2.256,2.256
MDO,T3,M,0.76,2.256,2.256,2.256
MDO,T3,M,0.77,2.256,2.256,2.256
MDO,T3,M,0.78,2.256,2.256,2.256
MDO,T3,M,0.79,2.256,2.256,2.256
MDO,T3,M,0.8,2.256,2.256,2.256
MDO,T3,M,0.81,2.256,2.256,2.256
MDO,T3,M,0.82,2.256,2.256,2.256
MDO,T3,M,0.83,2.256,2.256,2.256
MDO,T3,M,0.84,2.256,2.256,2.256
MDO,T3,M,0.85,2.256,2.256,2.256
MDO,T3,M,0.86,2.256,2.256,2.256
MDO,T3,M,0.87,2.256,2.256,2.256
MDO,T3,M,0.88,2.256,2.256,2.256
MDO,T3,M,0.89,2.256,2.256,2.256
MDO,T3,M,0.9,2.256,2.256,2.256
MDO,T3,M,0.91,2.256,2.256,2.256
MDO,T3,M,0.92,2.256,2.256,2.256
MDO,T3,M,0.93,2.256,2.256,2.256
MDO,T3,M,0.94,2.256,2.256,2.256
MDO,T3,M,0.95,2.256,2.256,2.256
MDO,T3,M,0.96,2.256,2.256,2.256
MDO,T3,M,0.97,2.256,2.256,2.256
MDO,T3,M,0.98,2.256,2.256,2.256
MDO,T3,M,0.99,2.256,2.256,2.256
MDO,T3,M,1.0,2.256,2.256,2.256
MDO,T3,H,0.0,8.695263612939009,1.88,1.88
MDO,T3,H,0.01,8.695263612939009,1.88,1.88
MDO,T3,H,0.02,8.695263612939009,1.88,1.88
MDO,T3,H,0.03,5.488348050994734,1.88,1.88
MDO,T3,H,0.04,4.14568938881944,1.88,1.88
MDO,T3,H,0.05,3.4378876439293844,1.88,1.88
MDO,T3,H,0.06,3.0118735185477075,1.88,1.88
MDO,T3,H,0.07,2.7322653330353153,1.88,1.88
MDO,T3,H,0.08,2.537171996126203,1.88,1.88
MDO,T3,H,0.09,2.3947023308953983,1.88,1.88
MDO,T3,H,0.1,2.2869262893524884,1.88,1.88
MDO,T3,H,0.11,2.203069367890803,1.88,1.88
MDO,T3,H,0.12,2.1363075508831684,1.88,1.88
MDO,T3,H,0.13,2.0821307331410517,1.88,1.88
MDO,T3,H,0.14,2.0374511288576294,1.88,1.88
MDO,T3,H,0.15,2.0000910415681155,1.88,1.88
MDO,T3,H,0.16,1.9684752181112568,1.88,1.88
MDO,T3,H,0.17,1.9414389750921295,1.88,1.88
MDO,T3,H,0.18,1.9181045849122171,1.88,1.88
MDO,T3,H,0.19,1.897799358784899,1.88,1.88
MDO,T3,H,0.2,1.8800000000000003,1.88,1.88
MDO,T3,H,0.21,1.88,1.88,1.88
MDO,T3,H,0.22,1.88,1.88,1.88
MDO,T3,H,0.23,1.88,1.88,1.88
MDO,T3,H,0.24,1.88,1.88,1.88
MDO,T3,H,0.25,1.88,1.88,1.88
MDO,T3,H,0.26,1.88,1.88,1.88
MDO,T3,H,0.27,1.88,1.88,1.88
MDO,T3,H,0.28,1.88,1.88,1.88
MDO,T3,H,0.29,1.88,1.88,1.88
MDO,T3,H,0.3,1.88,1.88,1.88
MDO,T3,H,0.31,1.88,1.88,1.88
MDO,T3,H,0.32,1.88,1.88,1.88
MDO,T3,H,0.33,1.88,1.88,1.88
MDO,T3,H,0.34,1.88,1.88,1.88
MDO,T3,H,0.35,1.88,1.88,1.88
MDO,T3,H,0.36,1.88,1.88,1.88
MDO,T3,H,0.37,1.88,1.88,1.88
MDO,T3,H,0.38,1.88,1.88,1.88
MDO,T3,H,0.39,1.88,1.88,1.88
MDO,T3,H,0.4,1.88,1.88,1.88
MDO,T3,H,0.41,1.88,1.88,1.88
MDO,T3,H,0.42,1.88,1.88,1.88
MDO,T3,H,0.43,1.88,1.88,1.88
MDO,T3,H,0.44,1.88,1.88,1.88
MDO,T3,H,0.45,1.88,1.88,1.88
MDO,T3,H,0.46,1.88,1.88,1.88
MDO,T3,H,0.47,1.88,1.88,1.88
MDO,T3,H,0.48,1.88,1.88,1.88
MDO,T3,H,0.49,1.88,1.88,1.88
MDO,T3,H,0.5,1.88,1.88,1.88
MDO,T3,H,0.51,1.88,1.88,1.88
MDO,T3,H,0.52,1.88,1.88,1.88
MDO,T3,H,0.53,1.88,1.88,1.88
MDO,T3,H,0.54,1.88,1.88,1.88
MDO,T3,H,0.55,1.88,1.88,1.88
MDO,T3,H,0.56,1.88,1.88,1.88
MDO,T3,H,0.57,1.88,1.88,1.88
MDO,T3,H,0.58,1.88,1.88,1.88
MDO,T3,H,0.59,1.88,1.88,1.88
MDO,T3,H,0.6,1.88,1.88,1.88
MDO,T3,H,0.61,1.88,1.88,1.88
MDO,T3,H,0.62,1.88,1.88,1.88
MDO,T3,H,0.63,1.88,1.88,1.88
MDO,T3,H,0.64,1.88,1.88,1.88
MDO,T3,H,0.65,1.88,1.88,1.88
MDO,T3,H,0.66,1.88,1.88,1.88
MDO,T3,H,0.67,1.88,1.88,1.88
MDO,T3,H,0.68,1.88,1.88,1.88
MDO,T3,H,0.69,1.88,1.88,1.88
MDO,T3,H,0.7,1.88,1.88,1.88
MDO,T3,H,0.71,1.88,1.88,1.88
MDO,T3,H,0.72,1.88,1.88,1.88
MDO,T3,H,0.73,1.88,1.88,1.88
MDO,T3,H,0.74,1.88,1.88,1.88
MDO,T3,H,0.75,1.88,1.88,1.88
MDO,T3,H,0.76,1.88,1.88,1.88
MDO,T3,H,0.77,1.88,1.88,1.88
MDO,T3,H,0.78,1.88,1.88,1.88
MDO,T3,H,0.79,1.88,1.88,1.88
MDO,T3,H,0.8,1.88,1.88,1.88
MDO,T3,H,0.81,1.88,1.88,1.88
MDO,T3,H,0.82,1.88,1.88,1.88
MDO,T3,H,0.83,1.88,1.88,1.88
MDO,T3,H,0.84,1.88,1.88,1.88
MDO,T3,H,0.85,1.88,1.88,1.88
MDO,T3,H,0.86,1.88,1.88,1.88
MDO,T3,H,0.87,1.88,1.88,1.88
MDO,T3,H,0.88,1.88,1.88,1.88
MDO,T3,H,0.89,1.88,1.88,1.88
MDO,T3,H,0.9,1.88,1.88,1.88
MDO,T3,H,0.91,1.88,1.88,1.88
MDO,T3,H,0.92,1.88,1.88,1.88
MDO,T3,H,0.93,1.88,1.88,1.88
MDO,T3,H,0.94,1.88,1.88,1.88
MDO,T3,H,0.95,1.88,1.88,1.88
MDO,T3,H,0.96,1.88,1.88,1.88
MDO,T3,H,0.97,1.88,1.88,1.88
MDO,T3,H,0.98,1.88,1.88,1.88
MDO,T3,H,0.99,1.88,1.88,1.88
MDO,T3,H,1.0,1.88,1.88,1.88
MDO,T0,G,0.0,26.520554019463972,13.817999999999998,1.974
MDO,T0,G,0.01,26.520554019463972,13.817999999999998,1.974
MDO,T0,G,0.02,26.520554019463972,13.817999999999998,1.974
MDO,T0,G,0.03,16.739461555533936,13.817999999999998,1.974
MDO,T0,G,0.04,12.644352635899288,13.817999999999998,1.974
MDO,T0,G,0.05,10.485557313984621,13.817999999999998,1.974
MDO,T0,G,0.06,9.186214231570506,13.817999999999998,1.974
MDO,T0,G,0.07,8.33340926575771,13.817999999999998,1.974
MDO,T0,G,0.08,7.738374588184918,13.817999999999998,1.974
MDO,T0,G,0.09,7.303842109230964,13.817999999999998,1.974
MDO,T0,G,0.1,6.9751251825250895,13.817999999999998,1.974
MDO,T0,G,0.11,6.719361572066948,13.817999999999998,1.974
MDO,T0,G,0.12,6.5157380301936625,13.817999999999998,1.974
MDO,T0,G,0.13,6.3504987360802065,13.817999999999998,1.974
MDO,T0,G,0.14,6.2142259430157685,13.817999999999998,1.974
MDO,T0,G,0.15,6.100277676782752,13.817999999999998,1.974
MDO,T0,G,0.16,6.0038494152393325,13.817999999999998,1.974
MDO,T0,G,0.17,5.921388874030994,13.817999999999998,1.974
MDO,T0,G,0.18,5.850218983982262,13.817999999999998,1.974
MDO,T0,G,0.19,5.7882880442939415,13.817999999999998,1.974
MDO,T0,G,0.2,5.734,13.817999999999998,1.974
MDO,T0,G,0.21,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.22,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.23,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.24,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.25,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.26,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.27,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.28,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.29,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.3,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.31,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.32,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.33,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.34,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.35,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.36,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.37,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.38,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.39,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.4,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.41,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.42,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.43,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.44,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.45,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.46,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.47,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.48,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.49,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.5,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.51,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.52,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.53,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.54,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.55,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.56,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.57,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.58,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.59,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.6,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.61,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.62,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.63,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.64,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.65,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.66,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.67,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.68,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.69,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.7,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.71,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.72,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.73,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.74,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.75,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.76,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.77,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.78,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.79,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.8,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.81,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.82,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.83,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.84,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.85,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.86,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.87,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.88,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.89,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.9,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.91,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.92,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.93,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.94,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.95,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.96,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.97,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.98,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,0.99,5.733999999999999,13.817999999999998,1.974
MDO,T0,G,1.0,5.733999999999999,13.817999999999998,1.974
MDO,T1,G,0.0,26.520554019463972,12.219999999999999,1.974
MDO,T1,G,0.01,26.520554019463972,12.219999999999999,1.974
MDO,T1,G,0.02,26.520554019463972,12.219999999999999,1.974
MDO,T1,G,0.03,16.739461555533936,12.219999999999999,1.974
MDO,T1,G,0.04,12.644352635899288,12.219999999999999,1.974
MDO,T1,G,0.05,10.485557313984621,12.219999999999999,1.974
MDO,T1,G,0.06,9.186214231570506,12.219999999999999,1.974
MDO,T1,G,0.07,8.33340926575771,12.219999999999999,1.974
MDO,T1,G,0.08,7.738374588184918,12.219999999999999,1.974
MDO,T1,G,0.09,7.303842109230964,12.219999999999999,1.974
MDO,T1,G,0.1,6.9751251825250895,12.219999999999999,1.974
MDO,T1,G,0.11,6.719361572066948,12.219999999999999,1.974
MDO,T1,G,0.12,6.5157380301936625,12.219999999999999,1.974
MDO,T1,G,0.13,6.3504987360802065,12.219999999999999,1.974
MDO,T1,G,0.14,6.2142259430157685,12.219999999999999,1.974
MDO,T1,G,0.15,6.100277676782752,12.219999999999999,1.974
MDO,T1,G,0.16,6.0038494152393325,12.219999999999999,1.974
MDO,T1,G,0.17,5.921388874030994,12.219999999999999,1.974
MDO,T1,G,0.18,5.850218983982262,12.219999999999999,1.974
MDO,T1,G,0.19,5.7882880442939415,12.219999999999999,1.974
MDO,T1,G,0.2,5.734,12.219999999999999,1.974
MDO,T1,G,0.21,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.22,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.23,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.24,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.25,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.26,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.27,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.28,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.29,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.3,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.31,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.32,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.33,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.34,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.35,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.36,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.37,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.38,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.39,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.4,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.41,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.42,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.43,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.44,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.45,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.46,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.47,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.48,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.49,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.5,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.51,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.52,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.53,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.54,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.55,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.56,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.57,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.58,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.59,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.6,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.61,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.62,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.63,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.64,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.65,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.66,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.67,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.68,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.69,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.7,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.71,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.72,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.73,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.74,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.75,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.76,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.77,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.78,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.79,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.8,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.81,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.82,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.83,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.84,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.85,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.86,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.87,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.88,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.89,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.9,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.91,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.92,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.93,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.94,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.95,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.96,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.97,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.98,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,0.99,5.733999999999999,12.219999999999999,1.974
MDO,T1,G,1.0,5.733999999999999,12.219999999999999,1.974
MDO,T2,G,0.0,26.520554019463972,10.527999999999999,1.974
MDO,T2,G,0.01,26.520554019463972,10.527999999999999,1.974
MDO,T2,G,0.02,26.520554019463972,10.527999999999999,1.974
MDO,T2,G,0.03,16.739461555533936,10.527999999999999,1.974
MDO,T2,G,0.04,12.644352635899288,10.527999999999999,1.974
MDO,T2,G,0.05,10.485557313984621,10.527999999999999,1.974
MDO,T2,G,0.06,9.186214231570506,10.527999999999999,1.974
MDO,T2,G,0.07,8.33340926575771,10.527999999999999,1.974
MDO,T2,G,0.08,7.738374588184918,10.527999999999999,1.974
MDO,T2,G,0.09,7.303842109230964,10.527999999999999,1.974
MDO,T2,G,0.1,6.9751251825250895,10.527999999999999,1.974
MDO,T2,G,0.11,6.719361572066948,10.527999999999999,1.974
MDO,T2,G,0.12,6.5157380301936625,10.527999999999999,1.974
MDO,T2,G,0.13,6.3504987360802065,10.527999999999999,1.974
MDO,T2,G,0.14,6.2142259430157685,10.527999999999999,1.974
MDO,T2,G,0.15,6.100277676782752,10.527999999999999,1.974
MDO,T2,G,0.16,6.0038494152393325,10.527999999999999,1.974
MDO,T2,G,0.17,5.921388874030994,10.527999999999999,1.974
MDO,T2,G,0.18,5.850218983982262,10.527999999999999,1.974
MDO,T2,G,0.19,5.7882880442939415,10.527999999999999,1.974
MDO,T2,G,0.2,5.734,10.527999999999999,1.974
MDO,T2,G,0.21,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.22,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.23,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.24,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.25,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.26,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.27,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.28,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.29,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.3,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.31,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.32,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.33,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.34,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.35,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.36,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.37,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.38,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.39,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.4,5.733999999999999,10.527999999999999,1.974
MDO,T2,G,0.41,5.733999999999999,10.527999999999999,1.974
